package,version,imports,suggests,repository,description
tokenizers,0.2.1,"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)","covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",https://cran.rstudio.com/src/contrib,"Convert natural language text into tokens. Includes tokenizers for
    shingled n-grams, skip n-grams, words, word stems, sentences, paragraphs,
    characters, shingled characters, lines, tweets, Penn Treebank, regular
    expressions, as well as functions for counting characters, words, and sentences,
    and a function for splitting longer texts into separate documents, each with
    the same number of words.  The tokenizers have a consistent interface, and
    the package is built on the 'stringi' and 'Rcpp' packages for  fast
    yet correct tokenization in 'UTF-8'. "
triebeard,0.3.0,Rcpp,"knitr, rmarkdown, testthat",https://cran.rstudio.com/src/contrib,"'Radix trees', or 'tries', are key-value data structures optimised for efficient lookups, similar in purpose
             to hash tables. 'triebeard' provides an implementation of 'radix trees' for use in R programming and in
             developing packages with 'Rcpp'."
TTR,0.24.3,"xts (>= 0.10-0), zoo, curl",RUnit,https://cran.rstudio.com/src/contrib,"A collection of over 50 technical indicators for creating technical trading rules. The package also provides fast implementations of common rolling-window functions, and several volatility calculations."
tweenr,1.0.2,"Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang","testthat, covr",https://cran.rstudio.com/src/contrib,"In order to create smooth animation between states of data,
    tweening is necessary. This package provides a range of functions for
    creating tweened data that can be used as basis for animation. Furthermore 
    it adds a number of vectorized interpolaters for common R data 
    types such as numeric, date and colour."
tzdb,0.3.0,,"covr, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"Provides an up-to-date copy of the Internet Assigned Numbers
    Authority (IANA) Time Zone Database. It is updated periodically to
    reflect changes made by political bodies to time zone boundaries, UTC
    offsets, and daylight saving time rules. Additionally, this package
    provides a C++ interface for working with the 'date' library. 'date'
    provides comprehensive support for working with dates and date-times,
    which this package exposes to make it easier for other R packages to
    utilize. Headers are provided for calendar specific calculations,
    along with a limited interface for time zone manipulations."
units,0.8-0,Rcpp,"NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Support for measurement units in R vectors, matrices
    and arrays: automatic propagation, conversion, derivation
    and simplification of units; raising errors in case of unit
    incompatibility. Compatible with the POSIXct, Date and difftime 
    classes. Uses the UNIDATA udunits library and unit database for 
    unit compatibility checking and conversion.
    Documentation about 'units' is provided in the paper by Pebesma, Mailund &
    Hiebert (2016, <doi:10.32614/RJ-2016-061>), included in this package as a
    vignette; see 'citation(""units"")' for details."
urltools,1.7.3,"Rcpp, methods, triebeard","testthat, knitr",https://cran.rstudio.com/src/contrib,"A toolkit for all URL-handling needs, including encoding and decoding,
    parsing, parameter extraction and modification. All functions are
    designed to be both fast and entirely vectorised. It is intended to be
    useful for people dealing with web-related datasets, such as server-side
    logs, although may be useful for other situations involving large sets of
    URLs."
usethis,2.1.6,"cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.0), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.0.0), rprojroot (>= 1.2), rstudioapi, stats, utils,
whisker, withr (>= 2.3.0), yaml","covr, knitr, magick, mockr, pkgload, rmarkdown, roxygen2 (>=
7.1.2), spelling (>= 1.2), styler (>= 1.2.0), testthat (>=
3.1.0)",https://cran.rstudio.com/src/contrib,"Automate package and project setup tasks that are
    otherwise performed manually. This includes setting up unit testing,
    test coverage, continuous integration, Git, 'GitHub', licenses,
    'Rcpp', 'RStudio' projects, and more."
utf8,1.2.2,,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",https://cran.rstudio.com/src/contrib,"Process and print 'UTF-8' encoded international
    text (Unicode). Input, validate, normalize, encode, format, and
    display."
uuid,1.1-0,,,https://cran.rstudio.com/src/contrib,Tools for generating and handling of UUIDs (Universally Unique Identifiers).
V8,4.0.0,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","testthat, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"An R interface to V8: Google's open source JavaScript and WebAssembly 
    engine. This package can be compiled either with V8 version 6 and up or NodeJS
    when built as a shared library."
vctrs,0.4.1,"cli (>= 3.2.0), glue, rlang (>= 1.0.2)","bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), withr, xml2, waldo (>= 0.2.0),
zeallot",https://cran.rstudio.com/src/contrib,"Defines new notions of prototype and size that are
    used to provide tools for consistent and well-founded type-coercion
    and size-recycling, and are in turn connected to ideas of type- and
    size-stability useful for analysing function interfaces."
vipor,0.4.5,"stats, graphics","testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",https://cran.rstudio.com/src/contrib,"Generate a violin point plot, a combination of a violin/histogram
    plot and a scatter plot by offsetting points within a category based on their
    density using quasirandom noise."
viridis,0.6.2,"stats, ggplot2 (>= 1.0.1), gridExtra","hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, raster, rasterVis, httr, mapproj, vdiffr, svglite
(>= 1.2.0), testthat, covr, rmarkdown, rgdal, maps",https://cran.rstudio.com/src/contrib,"Color maps designed to improve graph readability for readers with 
    common forms of color blindness and/or color vision deficiency. The color 
    maps are also perceptually-uniform, both in regular form and also when 
    converted to black-and-white for printing. This package also contains 
    'ggplot2' bindings for discrete and continuous color and fill scales. A lean
    version of the package called 'viridisLite' that does not include the 
    'ggplot2' bindings can be found at 
    <https://cran.r-project.org/package=viridisLite>."
viridisLite,0.4.0,,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",https://cran.rstudio.com/src/contrib,"Color maps designed to improve graph readability for readers with 
    common forms of color blindness and/or color vision deficiency. The color 
    maps are also perceptually-uniform, both in regular form and also when 
    converted to black-and-white for printing. This is the 'lite' version of the 
    'viridis' package that also contains 'ggplot2' bindings for discrete and 
    continuous color and fill scales and can be found at 
    <https://cran.r-project.org/package=viridis>."
vroom,1.5.7,"bit64, crayon, cli, glue, hms, lifecycle, methods, rlang (>=
0.4.2), stats, tibble (>= 2.0.0), tzdb (>= 0.1.1), vctrs (>=
0.2.0), tidyselect, withr","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",https://cran.rstudio.com/src/contrib,"The goal of 'vroom' is to read and write data (like
    'csv', 'tsv' and 'fwf') quickly. When reading it uses a quick initial
    indexing step, then reads the values lazily , so only the data you
    actually use needs to be read.  The writer formats the data in
    parallel and writes to disk asynchronously from formatting."
waffle,0.7.0,"RColorBrewer, grid, gridExtra, gtable, extrafont",testthat,https://cran.rstudio.com/src/contrib,"Square pie charts (a.k.a. waffle charts) can be used
    to communicate parts of a whole for categorical quantities. To emulate the
    percentage view of a pie chart, a 10x10 grid should be used with each square
    representing 1% of the total. Modern uses of waffle charts do not
    necessarily adhere to this rule and can be created with a grid of any
    rectangular shape. Best practices suggest keeping the number of categories
    small, just as should be done when creating pie charts. Tools are provided
    to create waffle charts as well as stitch them together, and to use glyphs
    for making isotype pictograms."
waldo,0.4.0,"cli, diffobj (>= 0.3.4), fansi, glue, methods, rematch2, rlang
(>= 1.0.0), tibble","covr, R6, testthat (>= 3.0.0), withr, xml2",https://cran.rstudio.com/src/contrib,"Compare complex R objects and reveal the key
    differences.  Designed particularly for use in testing packages where
    being able to quickly isolate key differences makes understanding test
    failures much easier."
Wavelength,2.4.0,"crayon,
dplyr(>= 1.0.0),
lubridate,
magrittr,
purrr,
readr,
readxl,
stats,
stringr,
tibble,
tidyr,
vroom","curl,
glue,
googledrive,
googlesheets4,
httr,
jsonlite,
keyringr,
openxlsx,
usethis,
plyr",https://github.com/USAID-OHA-SI/Wavelength,USAID OHA Office. Munging of mission weekly HFR data.
webshot,0.5.3,"magrittr, jsonlite, callr","httpuv, knitr, rmarkdown, shiny",https://cran.rstudio.com/src/contrib,"Takes screenshots of web pages, including Shiny applications and R
    Markdown documents."
whisker,0.4,,markdown,https://cran.rstudio.com/src/contrib,Implements 'Mustache' logicless templating.
whoami,1.3.0,"httr, jsonlite, utils","covr, mockery, testthat, withr",https://cran.rstudio.com/src/contrib,"Look up the username and full name of the current user,
    the current user's email address and 'GitHub' username,
    using various sources of system and configuration information."
withr,2.5.0,"graphics, grDevices, stats","callr, covr, DBI, knitr, lattice, methods, rlang, rmarkdown
(>= 2.12), RSQLite, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"A set of functions to run code 'with' safely and
    temporarily modified global state. Many of these functions were
    originally a part of the 'devtools' package, this provides a simple
    package with limited dependencies to provide access to these
    functions."
wk,0.6.0,,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",https://cran.rstudio.com/src/contrib,"Provides a minimal R and C++ API for parsing
  well-known binary and well-known text representation of
  geometries to and from R-native formats. 
  Well-known binary is compact
  and fast to parse; well-known text is human-readable
  and is useful for writing tests. These formats are only
  useful in R if the information they contain can be 
  accessed in R, for which high-performance functions 
  are provided here."
writexl,1.4.0,,"spelling, readxl, nycflights13, testthat, bit64",https://cran.rstudio.com/src/contrib,"Zero-dependency data frame to xlsx exporter based on 'libxlsxwriter'. 
    Fast and no Java or Excel required."
xfun,0.31,"stats, tools","testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, rhub, renv,
curl, jsonlite, rmarkdown",https://cran.rstudio.com/src/contrib,Miscellaneous functions commonly used in other packages maintained by 'Yihui Xie'.
XML,3.99-0.10,,"bitops, RCurl",https://cran.rstudio.com/src/contrib,"Many approaches for both reading and
        creating XML (and HTML) documents (including DTDs), both local
        and accessible via HTTP or FTP.  Also offers access to an
        'XPath' ""interpreter""."
xml2,1.3.3,methods,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",https://cran.rstudio.com/src/contrib,"Work with XML files using a simple, consistent
    interface. Built on top of the 'libxml2' C library."
xmlparsedata,1.0.5,,"covr, testthat, xml2",https://cran.rstudio.com/src/contrib,"Convert the output of 'utils::getParseData()' to an 'XML'
    tree, that one can search via 'XPath', and easier to manipulate in
    general."
xopen,1.0.0,processx,"ps, testthat",https://cran.rstudio.com/src/contrib,"Cross platform solution to open files, directories or 'URLs'
    with their associated programs."
xtable,1.8-4,"stats, utils","knitr, plm, zoo, survival",https://cran.rstudio.com/src/contrib,Coerce data to LaTeX and HTML tables.
xts,0.12.1,methods,"timeSeries, timeDate, tseries, chron, fts, tis, RUnit",https://cran.rstudio.com/src/contrib,"Provide for uniform handling of R's different time-based data classes by extending zoo, maximizing native format information preservation and allowing for user level customization and extension, while simplifying cross-class interoperability."
yaml,2.3.5,,RUnit,https://cran.rstudio.com/src/contrib,"Implements the 'libyaml' 'YAML' 1.1 parser and emitter
  (<https://pyyaml.org/wiki/LibYAML>) for R."
zip,2.2.0,,"covr, processx, R6, testthat, withr",https://cran.rstudio.com/src/contrib,"Cross-Platform 'zip' Compression Library. A replacement
    for the 'zip' function, that does not require any additional
    external tools on any platform."
zoo,1.8-10,"utils, graphics, grDevices, lattice (>= 0.20-27)","AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",https://cran.rstudio.com/src/contrib,"An S3 class with methods for totally ordered indexed
             observations. It is particularly aimed at irregular time series
             of numeric vectors/matrices and factors. zoo's key design goals
             are independence of a particular index/date/time class and
             consistency with ts and base R by providing methods to extend
             standard generics."
